,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
8175,5.7942,36.0,,1.0,1039.0,2.808108108108108,33.79,-118.11
8176,5.0795,36.0,5.334630350194552,0.9727626459143969,666.0,2.5914396887159534,33.81,
8177,4.4831,36.0,5.2560975609756095,0.9817073170731707,838.0,2.5548780487804876,33.8,-118.09
8178,4.66,36.0,,,744.0,2.657142857142857,33.8,-118.11
8179,5.4602,35.0,5.84180790960452,,,2.5084745762711864,33.8,
8180,,37.0,,,776.0,2.8634686346863467,33.81,-118.11
8181,5.62,,6.228571428571429,,786.0,2.4952380952380953,33.81,-118.1
8182,5.0574,,,,850.0,,,-118.1
8183,5.8491,36.0,6.671949286846276,1.0412044374009508,,3.028526148969889,33.79,
8184,5.7389,35.0,6.010767160161508,0.9959623149394348,2134.0,2.8721399730820996,,-118.1
8185,5.7368,35.0,6.2368421052631575,0.9973684210526316,,2.6210526315789475,,-118.1
8186,5.1805,36.0,5.945132743362832,1.0548672566371682,1522.0,2.6938053097345134,33.79,
8187,7.9767,16.0,,1.0053191489361701,1327.0,2.352836879432624,33.78,
8188,,29.0,5.5625,0.9924242424242424,1132.0,2.143939393939394,33.79,-118.13
8189,3.7232,31.0,,1.06025824964132,1199.0,1.7202295552367288,,-118.13
8190,,36.0,,0.9547511312217195,508.0,2.2986425339366514,,-118.13
8191,4.3317,43.0,4.729903536977492,,767.0,2.4662379421221865,33.79,
8192,4.1687,41.0,,1.0466666666666666,738.0,2.46,33.79,-118.12
8193,,44.0,5.914835164835165,1.0302197802197801,947.0,2.6016483516483517,,-118.13
8194,4.375,,5.413551401869159,,1057.0,2.4696261682242993,33.79,-118.13
8195,4.6452,45.0,,0.9850187265917603,681.0,2.550561797752809,33.79,-118.14
8196,3.7716,20.0,4.176360225140713,,3625.0,2.2670419011882426,33.79,-118.13
8197,3.4211,43.0,4.615101289134438,0.9779005524861878,1230.0,2.265193370165746,33.8,-118.14
8198,,5.0,4.363207547169812,1.1709905660377358,,1.9540094339622642,33.79,-118.15
8199,3.4833,23.0,4.259933774834437,1.1390728476821192,,2.447019867549669,33.79,-118.14
8200,3.1711,44.0,4.033783783783784,1.0456081081081081,,2.4679054054054053,33.79,-118.14
8201,3.108,44.0,4.202,0.992,1038.0,2.076,33.78,
8202,,25.0,4.141382868937049,1.1320949432404541,2297.0,,33.79,-118.15
8203,2.0875,17.0,3.9014778325123154,1.0714285714285714,904.0,2.226600985221675,,-118.15
8204,1.9808,14.0,,,,3.728846153846154,33.78,-118.16
8205,2.0156,33.0,3.4304857621440537,0.9798994974874372,2074.0,3.474036850921273,33.78,-118.16
8206,2.4,25.0,,1.110065851364064,3916.0,3.6839134524929444,33.79,-118.16
8207,2.875,,3.9804941482444733,1.0975292587776333,2135.0,2.776332899869961,,-118.16
8208,2.375,,3.3503086419753085,1.037037037037037,,4.632716049382716,33.79,-118.17
8209,1.9318,30.0,,0.9402173913043478,,4.793478260869565,33.79,-118.17
8210,1.2746,36.0,3.910138248847926,1.2672811059907834,1379.0,3.1774193548387095,,-118.18
8211,2.0186,27.0,,1.1383928571428572,1896.0,,,-118.18
8212,,,,,1816.0,5.218390804597701,,-118.17
8213,,20.0,,,1201.0,,33.79,
8214,2.2543,29.0,3.136729222520107,0.9892761394101877,1398.0,3.74798927613941,33.78,-118.19
8215,2.137,37.0,3.8529411764705883,1.1575630252100841,1967.0,4.132352941176471,33.79,-118.19
8216,1.9387,30.0,3.655294117647059,1.1694117647058824,,4.168235294117647,33.79,-118.19
8217,,,3.1690140845070425,1.0140845070422535,439.0,,33.78,
8218,,25.0,,1.0684326710816776,3744.0,4.132450331125828,,
8219,4.5938,33.0,0.8888888888888888,0.5,96.0,2.6666666666666665,33.79,
8220,,44.0,4.033333333333333,0.9666666666666667,153.0,5.1,,-118.21
8221,1.7,48.0,2.86,0.82,222.0,4.44,33.79,
8222,5.0,21.0,3.0625,0.875,29.0,,,-118.23
8223,1.3274,21.0,,,,3.017543859649123,33.78,-118.19
8224,,35.0,2.803339517625232,,914.0,1.6957328385899815,,-118.19
8225,1.7064,,,1.1090289608177173,1545.0,,,-118.2
8226,1.9872,,,1.0665236051502145,1908.0,4.094420600858369,33.78,-118.2
8227,2.3305,52.0,,1.1703800786369594,3018.0,3.9554390563564876,33.78,-118.2
8228,1.2321,,3.062256809338521,1.1731517509727627,820.0,1.595330739299611,,-118.19
8229,1.2864,40.0,,1.1279799247176914,,1.5771643663739021,33.77,
8230,,24.0,3.192563081009296,1.0876494023904382,,,,-118.2
8231,,22.0,2.8020050125313283,1.0952380952380953,,2.982456140350877,,
8232,2.2344,52.0,4.337539432176656,1.4416403785488958,,3.4353312302839116,33.77,
8233,,41.0,,1.1785714285714286,,3.5982142857142856,33.77,-118.2
8234,2.225,42.0,,1.099056603773585,,4.693396226415095,33.77,-118.2
8235,1.5,45.0,2.7683397683397684,1.2104247104247103,735.0,1.4189189189189189,,-118.18
8236,,25.0,,1.018181818181818,632.0,1.6415584415584417,33.76,-118.19
8237,1.4048,52.0,,1.203125,,1.3515625,33.77,
8238,,39.0,3.2965931863727453,1.0961923847695392,,2.6833667334669338,33.77,-118.18
8239,1.1483,36.0,2.956451612903226,1.1096774193548387,,1.8193548387096774,33.77,
8240,1.6178,21.0,3.487562189054726,1.2056384742951907,1064.0,1.7645107794361525,33.77,-118.19
8241,1.0714,,3.012323943661972,1.216549295774648,1092.0,1.9225352112676057,33.77,-118.19
8242,1.4565,20.0,3.3309352517985613,1.0,1712.0,3.079136690647482,33.78,-118.18
8243,2.0769,17.0,,1.211111111111111,1300.0,3.611111111111111,33.78,-118.18
8244,1.5603,52.0,,,1046.0,3.1506024096385543,33.78,
8245,1.5844,,3.6061269146608317,1.0590809628008753,898.0,1.9649890590809629,33.78,-118.19
8246,2.5544,8.0,2.996978851963746,1.1873111782477341,,2.096676737160121,,-118.19
8247,,29.0,3.2056962025316458,1.240506329113924,,3.4272151898734178,,-118.19
8248,1.8036,,5.459893048128342,1.6042780748663101,533.0,2.8502673796791442,33.78,
8249,,29.0,,,3580.0,4.637305699481865,33.78,-118.17
8250,1.9647,23.0,3.431693989071038,1.1484517304189434,3940.0,3.588342440801457,,-118.17
8251,1.7701,26.0,2.666082383873795,1.098159509202454,4812.0,4.217353198948291,33.78,-118.18
8252,1.918,44.0,3.517857142857143,1.1101190476190477,3184.0,4.738095238095238,,
8253,2.2538,36.0,3.5,1.0513126491646778,2077.0,2.4785202863961815,,-118.17
8254,,45.0,3.4833333333333334,1.1069444444444445,1340.0,1.8611111111111112,33.77,
8255,,38.0,,1.054093567251462,984.0,1.4385964912280702,33.77,
8256,2.1378,39.0,3.7617834394904457,1.1184713375796178,,1.756687898089172,33.77,-118.17
8257,2.2808,12.0,,,3068.0,2.4310618066561016,33.77,-118.17
8258,1.1295,29.0,3.639344262295082,,,2.8504098360655736,,-118.18
8259,2.6371,30.0,3.4004796163069546,,,1.7266187050359711,33.77,-118.18
8260,2.675,37.0,,0.9879154078549849,492.0,1.486404833836858,,
8261,4.0968,30.0,3.9354624085163006,1.164337990685296,2136.0,1.4211576846307385,,-118.18
8262,3.1149,45.0,3.715025906735751,,1047.0,1.8082901554404145,,
8263,3.0153,,3.6077441077441077,1.1734006734006734,,1.6902356902356903,33.77,-118.17
8264,2.3523,37.0,,1.0802292263610316,1087.0,1.5573065902578798,33.77,-118.18
8265,2.5726,41.0,3.8424015009380863,1.127579737335835,,1.598499061913696,33.77,-118.18
8266,1.8388,49.0,3.6518282988871222,1.206677265500795,,1.7567567567567568,,-118.18
8267,3.8125,49.0,4.473544973544974,1.041005291005291,,,33.77,-118.16
8268,3.7838,36.0,,1.0633802816901408,807.0,1.8943661971830985,,-118.17
8269,3.8984,,,,,1.7299703264094954,,-118.16
8270,2.7212,39.0,,,1312.0,2.1437908496732025,33.77,
8271,,30.0,3.7735849056603774,1.0202156334231807,1292.0,1.7412398921832883,33.77,-118.16
8272,2.9384,38.0,4.30186170212766,,1284.0,1.7074468085106382,33.77,
8273,2.875,,,1.0679347826086956,,1.983695652173913,33.77,-118.16
8274,3.0503,25.0,4.041284403669724,1.1577981651376146,2178.0,1.998165137614679,33.77,
8275,2.127,15.0,,,3087.0,2.547029702970297,,-118.16
8276,2.3317,39.0,3.975609756097561,1.0585365853658537,2470.0,2.4097560975609755,,-118.16
8277,3.1739,52.0,,1.0466257668711656,1819.0,2.2319018404907975,33.78,-118.16
8278,1.6955,29.0,3.2230971128608923,,3891.0,3.404199475065617,33.78,-118.16
8279,3.3003,13.0,3.70873786407767,,,,,-118.15
8280,3.5812,12.0,4.4271457085828345,,2176.0,2.1716566866267466,,-118.15
8281,3.6193,35.0,4.2519201228878645,1.1551459293394777,,,33.78,-118.15
8282,3.4107,42.0,3.929606625258799,1.010351966873706,940.0,1.9461697722567288,,-118.14
8283,7.5,45.0,6.233128834355829,,361.0,2.214723926380368,33.78,-118.13
8284,3.2917,49.0,,1.0648148148148149,,2.007716049382716,,-118.14
8285,,51.0,,1.0971731448763251,1171.0,2.068904593639576,,-118.14
8286,4.1765,52.0,4.952808988764045,1.1191011235955055,899.0,2.020224719101124,,-118.15
8287,4.5,41.0,4.114558472553699,1.0692124105011933,1621.0,1.9343675417661097,33.77,
8288,3.5528,27.0,,1.0535475234270415,1398.0,1.8714859437751004,33.77,
8289,3.901,37.0,,1.109697933227345,1080.0,,33.76,-118.14
8290,3.625,29.0,4.213517665130568,1.087557603686636,,1.6267281105990783,,-118.16
8291,3.5985,36.0,3.8931909212283045,,,1.5794392523364487,33.76,-118.15
8292,3.5292,,,1.0332764505119454,,1.6313993174061434,33.77,-118.15
8293,4.5469,52.0,4.181132075471698,0.9924528301886792,,1.7735849056603774,,-118.13
8294,,44.0,,1.1403940886699508,652.0,1.6059113300492611,33.76,-118.13
8295,,39.0,3.5185185185185186,1.1181657848324515,,1.529100529100529,33.75,
8296,4.3889,52.0,4.290064102564102,1.0288461538461537,1144.0,1.8333333333333333,33.76,-118.14
8297,,50.0,4.1225626740947074,1.0598885793871866,1179.0,1.6420612813370474,33.76,-118.14
8298,3.385,44.0,3.1832358674463936,1.0448343079922027,741.0,1.4444444444444444,33.76,-118.14
8299,5.8408,,5.411764705882353,1.0024509803921569,791.0,1.9387254901960784,33.77,
8300,4.7361,50.0,5.539393939393939,,,1.9515151515151514,33.76,-118.14
8301,4.7875,46.0,,1.0044776119402985,1175.0,1.7537313432835822,,-118.13
8302,3.9352,44.0,,1.1290909090909091,961.0,1.7472727272727273,33.76,-118.13
8303,,43.0,,,1240.0,1.9195046439628483,33.76,
8304,7.3672,47.0,5.978456014362657,,1220.0,2.190305206463196,33.75,-118.12
8305,7.0796,45.0,,0.9791271347248577,,2.138519924098672,,
8306,3.9934,41.0,5.004830917874396,1.1859903381642511,742.0,1.7922705314009661,,-118.12
8307,,36.0,5.569506726457399,1.1771300448430493,792.0,1.7757847533632287,33.71,-118.14
8308,5.6051,15.0,4.815195071868583,1.0287474332648872,,1.929158110882957,,
8309,5.1508,15.0,5.3171728971962615,1.078855140186916,3333.0,,33.77,-118.11
8310,,20.0,,1.0695067264573992,1941.0,2.1760089686098656,33.77,
8311,10.2233,10.0,6.872280037842952,1.075685903500473,,2.391674550614948,33.77,
8312,,52.0,,,1436.0,2.1400894187779436,33.77,
8313,5.3046,,5.028801843317972,1.066820276497696,1661.0,1.913594470046083,33.77,
8314,2.1579,27.0,,1.5740181268882176,744.0,2.2477341389728096,33.35,-118.32
8315,2.8333,52.0,5.473317865429235,,1100.0,2.5522041763341066,33.34,-118.33
8316,3.3906,52.0,7.385416666666667,,733.0,2.545138888888889,33.33,-118.32
8317,,52.0,6.225,1.65,,2.13125,,-118.32
8318,,29.0,4.138728323699422,1.2369942196531791,,2.439306358381503,33.43,-118.48
8319,1.554,,4.181168057210965,1.0929678188319427,2794.0,3.3301549463647198,,-118.29
8320,1.5078,36.0,4.544529262086514,1.063613231552163,1367.0,,,-118.3
8321,2.0,31.0,3.8943758573388205,1.0864197530864197,2390.0,3.2784636488340193,33.95,-118.29
8322,,,4.065217391304348,1.0869565217391304,1805.0,3.567193675889328,33.95,-118.3
8323,2.2031,27.0,,1.1044776119402986,,4.034825870646766,,-118.3
8324,1.5898,35.0,4.176678445229682,1.0777385159010602,977.0,3.452296819787986,33.95,
8325,1.5615,38.0,4.282918149466192,1.1209964412811388,1774.0,,33.94,
8326,,,4.1913875598086126,,2521.0,3.0155502392344498,,
8327,,36.0,,1.144396551724138,1390.0,2.9956896551724137,33.94,
8328,1.6716,32.0,4.577966101694916,1.2,,3.1864406779661016,,-118.29
8329,1.7244,32.0,3.8210526315789473,1.0273684210526315,1715.0,3.610526315789474,33.93,-118.29
8330,1.2,35.0,3.9877300613496933,,1216.0,3.7300613496932513,,-118.3
8331,,,3.7667238421955402,,2017.0,,33.93,-118.3
8332,3.2024,40.0,5.373068432671082,1.0529801324503312,1646.0,3.6335540838852096,,
8333,4.2917,,,,852.0,3.4216867469879517,,-118.31
8334,3.6583,44.0,,1.0955223880597016,,2.9134328358208954,33.94,-118.31
8335,2.2448,40.0,5.005221932114883,,1021.0,2.6657963446475197,,-118.31
8336,3.2206,40.0,5.777292576419214,1.0611353711790392,,2.986899563318777,33.94,-118.31
8337,3.775,,5.7407407407407405,1.0296296296296297,,2.9555555555555557,33.94,
8338,5.5787,42.0,6.306451612903226,,602.0,3.236559139784946,,-118.31
8339,,43.0,6.216949152542373,0.9898305084745763,997.0,3.3796610169491523,33.93,
8340,,37.0,,1.0521920668058455,,3.0647181628392484,,
8341,4.25,,5.346067415730337,1.0382022471910113,,2.9820224719101125,33.93,-118.32
8342,4.4091,37.0,5.4171597633136095,,925.0,2.7366863905325443,33.93,-118.33
8343,6.0718,38.0,5.831932773109243,0.9411764705882353,412.0,3.46218487394958,,-118.33
8344,,35.0,4.794466403162056,,742.0,2.932806324110672,33.93,
8345,3.1563,37.0,,,863.0,2.9656357388316152,33.94,-118.32
8346,4.6389,38.0,6.313609467455621,1.0059171597633136,,2.9526627218934913,33.94,-118.32
8347,4.0536,,6.597701149425287,1.0727969348659003,830.0,3.1800766283524906,33.94,
8348,4.0,36.0,5.101769911504425,0.9911504424778761,,2.827433628318584,33.94,-118.32
8349,,31.0,3.8973029045643153,1.1431535269709543,3288.0,3.4107883817427385,,-118.33
8350,,47.0,5.2644927536231885,0.894927536231884,721.0,2.61231884057971,,-118.32
8351,3.1719,43.0,5.36376404494382,,1505.0,2.1137640449438204,33.95,
8352,,24.0,5.124311565696302,1.014948859166011,2636.0,2.073957513768686,,-118.33
8353,4.6667,44.0,6.205521472392638,,992.0,3.042944785276074,,-118.32
8354,5.0912,44.0,6.457575757575758,1.0909090909090908,,3.1515151515151514,,-118.32
8355,5.4359,33.0,,1.2714681440443214,,3.9113573407202216,,-118.34
8356,,52.0,5.389830508474576,,844.0,,33.97,-118.32
8357,3.8512,,5.280112044817927,1.011204481792717,954.0,2.672268907563025,33.96,-118.32
8358,3.3214,47.0,4.912878787878788,1.106060606060606,704.0,2.6666666666666665,,
8359,4.3919,46.0,4.915032679738562,0.8823529411764706,814.0,2.6601307189542482,33.97,
8360,,,6.482558139534884,1.058139534883721,,2.758720930232558,33.97,-118.34
8361,2.3,42.0,,1.1316614420062696,737.0,2.310344827586207,,-118.33
8362,2.0057,42.0,4.6208425720620845,1.146341463414634,,2.354767184035477,33.96,-118.33
8363,,33.0,,1.0604026845637584,1272.0,2.8456375838926173,,
8364,2.2303,25.0,3.2417391304347825,1.0713043478260869,1710.0,2.973913043478261,,
8365,,26.0,,,1130.0,2.797029702970297,,-118.35
8366,2.6734,26.0,,1.1880530973451326,,2.588495575221239,33.97,-118.35
8367,3.1194,33.0,4.195991091314031,1.0623608017817372,1518.0,3.3808463251670378,,-118.35
8368,3.745,42.0,,,1785.0,2.9310344827586206,,-118.35
8369,,47.0,,1.126853377265239,2374.0,3.911037891268534,33.98,
8370,3.163,40.0,,0.9669117647058824,1922.0,3.5330882352941178,33.98,-118.34
8371,,45.0,4.843283582089552,,1064.0,3.970149253731343,33.98,-118.34
8372,,30.0,4.435530085959885,0.9455587392550143,757.0,2.169054441260745,33.97,-118.35
8373,1.2094,,,,,1.8159437280187574,,-118.35
8374,,26.0,4.394611727416799,1.0792393026941363,1560.0,2.472266244057052,33.96,-118.35
8375,,28.0,3.988294314381271,,3201.0,2.6764214046822743,,-118.35
8376,,25.0,,1.0874363327674024,4015.0,3.4083191850594226,33.95,
8377,,,,,2324.0,3.2099447513812156,33.95,-118.35
8378,2.8892,,,,,3.9657894736842105,33.95,-118.35
8379,3.95,45.0,4.5210084033613445,0.8949579831932774,,3.2815126050420167,,-118.35
8380,3.7237,,3.7324414715719065,1.0133779264214047,1082.0,3.6187290969899664,33.95,
8381,,21.0,,0.9982046678635548,,2.3087971274685817,,-118.36
8382,2.8378,25.0,,1.1485587583148558,,3.3215077605321506,,
8383,2.5504,26.0,3.725552050473186,,2742.0,2.8832807570977916,33.96,-118.36
8384,2.6535,26.0,3.1676470588235293,1.0676470588235294,3193.0,3.130392156862745,33.95,-118.36
8385,4.4038,45.0,4.571847507331379,0.8944281524926686,,2.6129032258064515,33.98,
8386,5.057,,5.21978021978022,1.0366300366300367,782.0,2.8644688644688645,,-118.36
8387,3.5833,39.0,5.279220779220779,1.2012987012987013,344.0,2.2337662337662336,33.98,-118.36
8388,2.9646,26.0,4.285163776493256,1.1104688503532434,3333.0,2.140655105973025,,-118.37
8389,4.0179,18.0,4.442906574394463,,990.0,3.42560553633218,33.97,
8390,2.7464,21.0,3.8264550264550263,1.1216931216931216,2515.0,2.6613756613756614,,-118.37
8391,2.7712,,3.6916129032258063,,1715.0,,,
8392,2.6823,,4.148974130240856,1.142729705619982,,2.6021409455842996,33.97,-118.36
8393,,,,,2365.0,2.919753086419753,,-118.36
8394,3.6583,37.0,3.625,,2009.0,3.393581081081081,,
8395,4.875,26.0,,1.15,,5.0,33.96,-118.37
8396,2.2297,35.0,,0.9748603351955307,,3.8435754189944134,33.95,-118.37
8397,4.1635,,,,1283.0,4.19281045751634,33.95,-118.36
8398,2.875,42.0,,1.0609137055837563,2038.0,3.44839255499154,33.95,-118.36
8399,2.8438,,,1.032490974729242,1053.0,,33.95,-118.37
8400,4.125,52.0,5.036144578313253,,747.0,4.5,33.95,-118.37
8401,3.3056,,3.746630727762803,,1666.0,4.490566037735849,33.94,-118.36
8402,,38.0,3.3943661971830985,1.0766823161189358,3036.0,4.751173708920188,33.94,-118.36
8403,,29.0,2.9001280409731116,1.0409731113956466,3425.0,4.3854033290653005,,-118.37
8404,2.68,30.0,3.3196480938416424,1.0175953079178885,,4.202346041055718,33.93,-118.36
8405,2.6298,,,1.050420168067227,2036.0,4.277310924369748,,-118.36
8406,3.4063,33.0,,1.136,1309.0,5.236,33.94,-118.36
8407,2.2679,36.0,3.251063829787234,1.0340425531914894,1824.0,3.880851063829787,33.93,-118.34
8408,1.7344,35.0,,1.0677966101694916,,3.889830508474576,,-118.35
8409,,34.0,3.4277777777777776,1.05,810.0,4.5,33.93,-118.35
8410,2.3375,33.0,,1.0267379679144386,2649.0,4.721925133689839,33.93,
8411,,35.0,3.454761904761905,,1888.0,4.495238095238095,,
8412,,38.0,3.951541850220264,1.118942731277533,2188.0,4.819383259911894,,-118.35
8413,,36.0,3.6475409836065573,0.9852459016393442,,4.516393442622951,,-118.35
8414,,42.0,,1.0651340996168583,1369.0,5.245210727969349,33.94,-118.35
8415,2.182,37.0,4.232970027247957,1.2302452316076293,3456.0,4.708446866485014,,-118.34
8416,2.4886,36.0,2.961864406779661,1.1027542372881356,4033.0,4.272245762711864,,
8417,,37.0,4.7497584541062805,1.0956521739130434,3533.0,3.413526570048309,33.93,
8418,2.8304,33.0,,1.0294365012615643,4512.0,3.794785534062237,33.93,-118.34
8419,2.2976,32.0,3.2487046632124352,1.0336787564766838,,3.3186528497409324,,-118.34
8420,3.0677,37.0,4.439024390243903,1.102981029810298,1341.0,,33.93,-118.34
8421,3.01,26.0,4.010165184243965,,2394.0,3.0419313850063534,33.93,-118.35
8422,3.5139,31.0,4.591973244147157,1.165551839464883,1973.0,3.29933110367893,33.93,-118.35
8423,2.11,25.0,3.3580980683506687,1.0282317979197622,1603.0,2.3818722139673105,,-118.35
8424,,,3.993710691823899,1.106019766397125,3340.0,3.0008984725965857,,
8425,3.3558,,3.9864864864864864,0.9432432432432433,965.0,2.608108108108108,33.92,-118.34
8426,2.75,24.0,,1.093143596377749,2023.0,2.617076326002587,,-118.35
8427,3.6167,29.0,3.186147186147186,1.0043290043290043,,2.5281385281385282,,-118.35
8428,2.6667,26.0,3.6620416253716552,1.1337958374628345,2308.0,2.2874132804757186,33.92,-118.36
8429,,46.0,4.80859375,0.90234375,,3.09765625,,
8430,2.6375,19.0,3.4441717791411044,,1546.0,1.8969325153374232,,-118.36
8431,2.6961,19.0,4.2046070460704605,1.2439024390243902,2033.0,2.754742547425474,33.93,-118.36
8432,,10.0,3.5535714285714284,0.7321428571428571,61.0,,,-118.37
8433,,44.0,5.485380116959064,1.0584795321637428,502.0,2.935672514619883,,-118.37
8434,4.9688,36.0,5.456852791878172,1.0,509.0,2.583756345177665,33.92,-118.37
8435,5.5255,40.0,5.0162162162162165,1.0108108108108107,,2.8162162162162163,33.92,-118.37
8436,4.8611,39.0,5.259803921568627,,,2.7254901960784315,,-118.37
8437,4.4861,,,1.0255102040816326,503.0,2.566326530612245,,-118.37
8438,4.4474,46.0,,0.9361702127659575,255.0,2.7127659574468086,33.93,-118.37
8439,3.0132,44.0,4.90566037735849,1.0943396226415094,392.0,3.69811320754717,,-118.36
8440,3.8,41.0,4.773892773892774,,1191.0,2.7762237762237763,33.91,-118.36
8441,4.3333,42.0,,0.9976359338061466,1184.0,2.7990543735224587,,-118.36
8442,,,5.105540897097625,1.0237467018469657,1136.0,2.9973614775725594,,-118.36
8443,5.0452,,5.431623931623932,1.1794871794871795,725.0,3.0982905982905984,33.9,-118.36
8444,,41.0,,,,3.066666666666667,33.91,-118.37
8445,5.6704,35.0,,1.00354609929078,,2.879432624113475,33.91,-118.37
8446,5.6482,35.0,6.551587301587301,1.0674603174603174,,2.8055555555555554,,-118.37
8447,3.3409,32.0,3.2549019607843137,1.0098039215686274,177.0,,,-118.37
8448,5.8374,36.0,,0.9644194756554307,1463.0,,,-118.38
8449,2.7813,,3.9136546184738954,1.1224899598393574,1282.0,2.57429718875502,,-118.35
8450,3.5234,31.0,4.220588235294118,1.0833333333333333,1675.0,2.7369281045751634,,-118.35
8451,4.0775,,3.9328358208955225,,1485.0,,33.91,-118.35
8452,,,,,1331.0,2.5596153846153844,,
8453,,25.0,3.431693989071038,1.0091074681238617,1337.0,2.435336976320583,33.91,-118.35
8454,3.0417,25.0,3.953405017921147,,2299.0,2.7467144563918757,33.9,
8455,4.3187,32.0,4.1708542713567835,0.9195979899497487,928.0,2.3316582914572863,33.91,-118.35
8456,4.8409,29.0,5.105809128630705,1.1099585062240664,1236.0,,33.91,-118.35
8457,3.825,,,1.0980392156862746,1134.0,2.7794117647058822,33.91,-118.35
8458,,36.0,,1.1258907363420427,,3.2446555819477436,,-118.36
8459,3.9485,32.0,4.571428571428571,0.974025974025974,565.0,2.445887445887446,,-118.35
8460,3.5313,39.0,5.660194174757281,1.0776699029126213,640.0,3.1067961165048543,33.9,-118.36
8461,,23.0,3.860557768924303,1.1474103585657371,,2.6693227091633465,,-118.33
8462,3.3491,39.0,3.675675675675676,,1106.0,3.3213213213213213,33.91,-118.33
8463,,17.0,3.835221421215242,,2536.0,2.611740473738414,33.91,-118.34
8464,3.5903,35.0,3.676767676767677,1.0168350168350169,962.0,3.239057239057239,33.91,-118.33
8465,,8.0,,,,2.3563922942206657,,
8466,3.425,6.0,4.221774193548387,1.092741935483871,740.0,2.9838709677419355,33.92,-118.34
8467,2.6689,12.0,2.9295154185022025,,7429.0,2.181791483113069,33.91,-118.34
8468,2.455,8.0,3.543923381770145,1.1013870541611626,7211.0,2.381439894319683,33.91,-118.33
8469,3.8173,31.0,4.896193771626297,1.1730103806228374,,3.0242214532871974,,-118.31
8470,4.2596,36.0,5.368715083798882,,625.0,3.4916201117318435,33.91,
8471,4.2083,33.0,5.026162790697675,1.1511627906976745,1073.0,3.119186046511628,33.91,-118.32
8472,4.2,35.0,,,,2.9767441860465116,,-118.32
8473,3.6654,35.0,5.182352941176471,0.9352941176470588,,3.5588235294117645,,-118.32
8474,4.5304,34.0,4.7515625,1.0578125,1920.0,,,
8475,,34.0,4.623376623376624,0.8571428571428571,757.0,3.277056277056277,33.91,-118.32
8476,3.6625,35.0,4.8986175115207375,1.044546850998464,,2.890937019969278,,
8477,4.8456,,5.968036529680365,1.1232876712328768,672.0,,33.92,
8478,5.0653,35.0,5.602836879432624,0.9432624113475178,926.0,3.2836879432624113,33.93,-118.31
8479,4.9615,34.0,,0.9512195121951219,,2.8013937282229966,,-118.32
8480,4.8304,35.0,,1.190217391304348,710.0,3.858695652173913,,-118.32
8481,2.0437,,4.047817047817047,1.0571725571725572,3590.0,,33.93,
8482,3.692,34.0,5.067605633802817,,,3.6422535211267606,,
8483,5.3292,34.0,,0.967741935483871,906.0,3.653225806451613,33.92,-118.29
8484,3.0139,,5.402631578947369,1.0052631578947369,1258.0,3.3105263157894735,,
8485,3.7969,29.0,6.329545454545454,1.125,1140.0,3.2386363636363638,33.93,-118.3
8486,3.0147,30.0,4.385714285714286,1.1333333333333333,1491.0,3.55,33.91,-118.3
8487,2.6182,34.0,,0.986,1530.0,3.06,,-118.3
8488,,28.0,4.169312169312169,,891.0,2.357142857142857,33.9,-118.31
8489,,28.0,3.590909090909091,1.0669856459330143,1028.0,,33.91,-118.29
8490,1.7714,27.0,2.5325,0.985,,,33.9,
8491,,29.0,4.044822256568779,1.0324574961360125,,,33.9,
8492,,27.0,5.049459041731066,1.17774343122102,2099.0,3.2442040185471406,33.9,
8493,2.9559,13.0,3.972491909385113,1.0695792880258899,1975.0,3.1957928802588995,33.9,-118.3
8494,3.287,19.0,,1.043939393939394,1726.0,2.6151515151515152,33.9,
8495,,,3.5019059720457433,,1806.0,2.2947903430749683,33.89,-118.3
8496,,37.0,3.7734513274336283,1.0,1369.0,2.423008849557522,33.89,-118.3
8497,3.5417,38.0,3.45679012345679,0.9851851851851852,1131.0,2.7925925925925927,,-118.31
8498,2.7428,33.0,4.049242424242424,1.0738636363636365,,2.0303030303030303,,-118.29
8499,4.2171,32.0,,1.021015761821366,1605.0,2.810858143607706,33.89,
8500,3.0739,36.0,4.178997613365155,1.045346062052506,1175.0,2.804295942720764,33.88,-118.29
8501,3.3281,21.0,4.2382176520994,1.0548414738646101,,2.730077120822622,33.88,-118.29
8502,3.1597,27.0,4.623529411764705,,1510.0,2.2205882352941178,33.87,-118.3
8503,5.0641,31.0,5.315589353612167,0.9923954372623575,823.0,3.129277566539924,33.87,-118.3
8504,4.0536,26.0,3.7,0.9454545454545454,807.0,,,-118.3
8505,3.7375,29.0,4.166666666666667,1.1225490196078431,,2.7598039215686274,,-118.3
8506,3.2574,30.0,4.186335403726708,1.0341614906832297,,2.748447204968944,,-118.3
8507,,35.0,4.636494252873563,,1881.0,2.7025862068965516,,
8508,,,,,1491.0,2.5400340715502554,33.88,-118.31
8509,3.5556,35.0,,,,2.59,33.88,-118.31
8510,2.3812,,,1.075,686.0,1.715,,-118.31
8511,,30.0,4.532956685499058,,1724.0,3.2467043314500943,33.9,-118.31
8512,3.7639,37.0,4.57429718875502,1.0200803212851406,1257.0,2.5240963855421685,,-118.31
8513,4.1458,35.0,5.141486810551559,1.014388489208633,,2.8585131894484412,33.89,-118.31
8514,4.0473,36.0,5.223367697594502,1.0309278350515463,,,33.9,-118.32
